scenario_id,site_id,pgv_cm_s
scripps-loh-map-1,zen-f1cdb4f6-da71-4fc9-b1dd-a43fc3760840,0.903718
scripps-loh-map-1,zen-f1dde723-9bbe-4494-b179-422997927658,0.879811
scripps-loh-map-1,zen-f1e28be3-5afe-4e2e-ba35-c0dcaa158624,0.903718
scripps-loh-map-1,zen-f1e76022-00e7-4819-a169-1251113b28f8,0.927013
scripps-loh-map-1,zen-f2163568-5a5a-47c2-86fd-da545a694526,1.242246
scripps-loh-map-1,zen-f2180816-7831-4c4b-ae1a-1a001a36cdde,0.800396
scripps-loh-map-1,zen-f21828ca-f740-484e-b429-ea8d2301f529,0.819199
scripps-loh-map-1,zen-f220af0c-c766-4753-aebc-170b24bf2aef,0.879811
scripps-loh-map-1,zen-f226fcb7-c839-4313-a707-4a46c66e5e88,0.903718
scripps-loh-map-1,zen-f227b649-bcdf-4ee1-bea7-da2900ca7f78,0.879811
scripps-loh-map-1,zen-f2292ddb-dd61-47ea-bc21-ba2873743828,1.193205
scripps-loh-map-1,zen-f2355ee0-53f3-4859-8b36-ee9e8a379f42,1.190122
scripps-loh-map-1,zen-f23ac894-4aaa-445c-9337-5424562bc2de,0.903718
scripps-loh-map-1,zen-f2434557-511a-48d8-8fe8-ac447bc97b99,1.242246
scripps-loh-map-1,zen-f2449037-41a0-4d9f-b000-58589727615b,0.878542
scripps-loh-map-1,zen-f245cb3c-723a-4517-921b-fbe155a4bab3,1.193205
scripps-loh-map-1,zen-f253683c-10a0-489e-ab4a-3656161bfc27,0.857085
scripps-loh-map-1,zen-f25bc72a-979c-4067-9938-8673bf9ee9c7,1.190122
scripps-loh-map-1,zen-f25bd7ac-0c88-4a48-9257-e3a4e9b07732,0.838449
scripps-loh-map-1,zen-f271c463-df53-4d88-a6a4-30ae15ef88a9,1.193205
scripps-loh-map-1,zen-f27997c7-0a3a-4a14-97ed-3c7a2fadf57c,0.957541
scripps-loh-map-1,zen-f28a5b9b-59ec-440a-9f7c-91a446cc7c15,0.957541
scripps-loh-map-1,zen-f2a43aba-261d-48c4-83e9-a257c2483ab3,0.838449
scripps-loh-map-1,zen-f2a496fb-6b8b-40d8-97a9-3d5420f88e8c,1.190122
scripps-loh-map-1,zen-f2ac8f77-57fe-4e13-ab70-1cfa7f8955d5,0.819199
scripps-loh-map-1,zen-f2c913b1-4c12-415a-ab90-89c3fa261cbb,0.879811
scripps-loh-map-1,zen-fa1c585c-ae0f-496e-8111-4a8cd8253eb7,0.879811
scripps-loh-map-1,zen-f2d15e53-6e68-42dd-929a-a270fec9b639,1.190122
scripps-loh-map-1,zen-f2df02b3-b512-429d-93d5-1a0efc1fd3f0,1.242246
scripps-loh-map-1,zen-f2eb2513-00b1-4651-8060-b923b1991e34,0.927013
scripps-loh-map-1,zen-f2ed548b-5af8-429e-aa6e-20c57cb5e186,0.903718
scripps-loh-map-1,zen-f2efcd1a-6e7b-482f-8d9f-3021f5bc91e7,0.879811
scripps-loh-map-1,zen-f2fcc381-2e7f-4cbf-b81b-026399dea44d,0.819199
scripps-loh-map-1,zen-f2ffbb10-b7fa-4b00-8cb8-2ca124e7382a,0.800396
scripps-loh-map-1,zen-f31fcb99-b31b-4ccc-8c0e-bb94deed3430,0.857085
scripps-loh-map-1,zen-f32c3adb-2fa2-45de-8b73-0713c1982bc8,0.879811
scripps-loh-map-1,zen-f34224e5-7d53-4b69-9072-898924ee847a,0.931036
scripps-loh-map-1,zen-f3462a09-700e-4c16-8786-867797897ceb,0.819199
scripps-loh-map-1,zen-f34ab526-7e0c-4acc-8f82-bec6c48283e7,0.879811
scripps-loh-map-1,zen-f3588b38-45a4-40ed-ae6b-334fe1514c8b,0.838449
scripps-loh-map-1,zen-f35ae0a5-c783-487d-ad4a-907a00cb2ed3,0.957541
scripps-loh-map-1,zen-f3656aa4-79f7-46aa-9d03-7467c2335eb3,0.879811
scripps-loh-map-1,zen-f365da19-13af-4603-b6dd-3106c990de0e,0.879811
scripps-loh-map-1,zen-f36f8b4c-03f5-4b67-9c02-e4890ca256aa,1.193205
scripps-loh-map-1,zen-f37135b6-c928-435a-8c5c-6eb39f5356a0,1.242246
scripps-loh-map-1,zen-f376b0dd-4fe4-48f6-9a7f-56de9d0f2757,0.879811
scripps-loh-map-1,zen-f37c9fcd-342e-4b21-8ff7-880fe1460d9b,0.957541
scripps-loh-map-1,zen-f3820a10-cc16-4398-9d20-326a760f6939,1.190122
scripps-loh-map-1,zen-f3845dac-5ebd-49ca-b840-e61ac4e010a1,1.242246
scripps-loh-map-1,zen-f38eee58-2234-424b-9a87-6167cee41659,0.857085
scripps-loh-map-1,zen-f39b5b43-ffdb-42c1-b3ad-92ff281a3463,1.190122
scripps-loh-map-1,zen-f3a5dfa4-9f75-4bb6-821f-84507b881716,0.957541
scripps-loh-map-1,zen-f3aa4ff7-19d8-4f7b-b361-efaa9d57e3a1,0.800396
scripps-loh-map-1,zen-f3abbb03-6bf3-418a-8b46-ac979a2c1cc2,0.800396
scripps-loh-map-1,zen-f3ac4579-12ce-4b73-949e-5f48c3574258,0.838449
scripps-loh-map-1,zen-f3b25d59-c400-4e0a-ae30-7c9cf5bebb07,0.819199
scripps-loh-map-1,zen-f3b89f91-9562-4128-911c-1517885d2824,0.857085
scripps-loh-map-1,zen-f3bd5531-2fc4-40b7-8263-3b00ccf1cd39,0.927013
scripps-loh-map-1,zen-f3bd9008-3144-4b0b-a420-703ad9069d64,1.190122
scripps-loh-map-1,zen-f3d2bc15-4b0a-43e5-9a2d-a4c91a0b4782,0.838449
scripps-loh-map-1,zen-f3d6dcff-9f2d-479e-b0b1-992007a91529,1.242246
scripps-loh-map-1,zen-f3d8943d-72ed-4efb-a64e-13b0a15ca76d,0.879811
scripps-loh-map-1,zen-f3dcf244-2b1d-4226-af97-ed6d18f8d7fa,1.190122
scripps-loh-map-1,zen-f3e6dc16-58ca-4366-8a0a-1752dfe84e2b,0.879811
scripps-loh-map-1,zen-f3e85eef-ec02-4c6d-bad3-1d912770beea,0.857085
scripps-loh-map-1,zen-f3ed7bd1-7c22-4351-894e-6349a88096ee,1.193205
scripps-loh-map-1,zen-f3f304fd-08bf-403f-b14d-c57d6613c835,1.193205
scripps-loh-map-1,zen-f3f533a2-971b-4d67-8daa-70a4be24b40a,0.819199
scripps-loh-map-1,zen-f3f5778c-d90e-47c2-a98f-241781b85367,0.857085
scripps-loh-map-1,zen-f407b531-3f3d-4476-81f0-82bd2be7eb01,0.857085
scripps-loh-map-1,zen-f40b3e6e-b349-455d-a3e1-b864ff07c2e2,0.800396
scripps-loh-map-1,zen-f40f69d4-6d21-4d57-9fcf-880258d83fe6,0.879811
scripps-loh-map-1,zen-f41c9cc6-f2d9-4971-9477-704fdd8a73af,1.190122
scripps-loh-map-1,zen-f425b2d3-f99d-40e0-923d-0534f776e441,0.819199
scripps-loh-map-1,zen-f433fb09-a06d-4f0a-8186-ca4746b1eac1,0.903718
scripps-loh-map-1,zen-f445599d-ad44-43f1-8967-7cb90340ea4a,0.957541
scripps-loh-map-1,zen-f45784b8-4d01-4fc0-bbf1-0b3e1c9fb129,1.193205
scripps-loh-map-1,zen-f457eb66-f329-4dd8-8684-a42acc2b4024,1.190122
scripps-loh-map-1,zen-f45e8f62-93c1-439b-b97e-24fe14af5628,1.242246
scripps-loh-map-1,zen-f4637f6f-a58b-4c2c-a9ae-70aada916ddc,1.193205
scripps-loh-map-1,zen-f482b9a6-73c9-4b25-a022-430146993383,1.193205
scripps-loh-map-1,zen-f4a2790e-62c4-41d7-8759-3ccd2e38b3a7,0.879811
scripps-loh-map-1,zen-f4a9c09f-abf0-4eb6-8c31-3d0bfaeac2e0,0.927013
scripps-loh-map-1,zen-f4be1257-262b-4128-b028-2f35ab2cacc9,0.879811
scripps-loh-map-1,zen-f4d26851-c42e-4be3-833d-3bc5c7ab253d,0.838449
scripps-loh-map-1,zen-f4d3c416-bb9b-47f7-ac21-5b997c459439,1.190122
scripps-loh-map-1,zen-f4d70aa1-28cf-419b-a3e4-f7d641cc0874,0.819199
scripps-loh-map-1,zen-f4e04792-9347-4e13-a791-63ecb3032572,0.819199
scripps-loh-map-1,zen-f4e7f506-dc11-46f4-ac95-ed65838ff181,1.242246
scripps-loh-map-1,zen-f4ef3650-7c25-4560-ad00-3837b9653968,0.857085
scripps-loh-map-1,zen-f503430d-6915-415f-98c1-23313b1081df,0.927013
scripps-loh-map-1,zen-f50d30b2-72e2-4e84-a7ab-c2b7c5bd1dc3,1.242246
scripps-loh-map-1,zen-f5194829-b17e-4c2e-8953-71326e539a97,0.857085
scripps-loh-map-1,zen-f528648d-0095-4670-93e4-ef24b152b5cc,0.879811
scripps-loh-map-1,zen-f52978f9-5b4a-4dcd-a088-99eed6fcbde0,0.927013
scripps-loh-map-1,zen-f5361dc4-6e40-4393-88a3-da60ed331f91,1.193205
scripps-loh-map-1,zen-f5385101-df85-435e-8f1a-5376f3047f8e,0.879811
scripps-loh-map-1,zen-f5458050-219a-4c3d-8d0b-9238a4a4b4b1,0.800396
scripps-loh-map-1,zen-f546b434-f268-4e17-98eb-2f10b9e2701c,0.903718
scripps-loh-map-1,zen-f549370f-ebe7-4897-b8ed-9f5e23d5fa14,0.800396
scripps-loh-map-1,zen-f550bec6-e185-4ee7-864d-9bf225be2eca,1.190122
scripps-loh-map-1,zen-f5603dfc-bb1e-47f8-a0eb-c2e62314972d,0.995935
scripps-loh-map-1,zen-f5624765-0263-4379-aefa-34897478f006,0.819199
scripps-loh-map-1,zen-f56c16c6-a7d8-4ae6-a47c-cefba61706a6,0.838449
scripps-loh-map-1,zen-f56d6438-5f77-4ea5-bc52-d561f9ee1e1e,1.242246
scripps-loh-map-1,zen-f5711788-056f-4632-9fd1-dbfd5ad936c5,1.242246
scripps-loh-map-1,zen-f5847b60-1645-4c7e-a3e6-a0809ed70992,0.857085
scripps-loh-map-1,zen-f5853d15-188b-436c-8d92-afaa1895be91,0.800396
scripps-loh-map-1,zen-f5895b5e-9444-4ea0-9f55-710e5af7103d,0.819199
scripps-loh-map-1,zen-f5b2bb25-a622-4cd0-85bf-de45b28c6914,1.190122
scripps-loh-map-1,zen-f5c10ee5-3500-45b2-864a-c33a79e5a6a8,0.857085
scripps-loh-map-1,zen-f5c367b7-d2d0-4304-bebe-15f069dd5f3c,0.927013
scripps-loh-map-1,zen-f5cef152-f60f-45ce-ae40-9f7d63ef492d,1.190122
scripps-loh-map-1,zen-f5cf5994-e01f-48ee-9050-3fb6f821d891,0.838449
scripps-loh-map-1,zen-f5e8d92d-590a-4b70-98c2-cc2f6e727c51,0.838449
scripps-loh-map-1,zen-f5e9a014-dbd2-4bfd-a1ad-714edcaa76a9,0.819199
scripps-loh-map-1,zen-f5fcf42d-79a5-4dcd-8e0b-469b836fa0c9,0.879811
scripps-loh-map-1,zen-f60b6916-0970-4025-947a-d0e7a63fc092,1.242246
scripps-loh-map-1,zen-f60b71d2-291e-4311-8b6c-e04c630101f9,0.879811
scripps-loh-map-1,zen-f6147394-61f8-4ec6-a3f5-d514146ddef3,1.190122
scripps-loh-map-1,zen-f6215960-715e-4081-bc54-7702fbcaac73,1.242246
scripps-loh-map-1,zen-f624d7e3-3189-4919-a7b6-39bc644f192b,0.927013
scripps-loh-map-1,zen-f626dde7-e5c4-4c72-83d1-5131dc333cd5,0.957541
scripps-loh-map-1,zen-f639b210-e2b1-404f-b57e-088b3a75dec3,1.190122
scripps-loh-map-1,zen-f63d8751-7785-4f00-ac3d-486dac50f4a2,1.242246
scripps-loh-map-1,zen-f64ad89f-b865-4012-9122-9e78407c02ee,1.190122
scripps-loh-map-1,zen-f64b2b4e-6a17-419c-858a-8e6ee7889fb3,1.190122
scripps-loh-map-1,zen-f64c046f-6117-47a9-a2e5-de9c6ad2bd6e,0.857085
scripps-loh-map-1,zen-f64d26d3-1fea-4bc2-8200-450651550d45,0.927013
scripps-loh-map-1,zen-f66c32ee-39fa-4f22-a574-d790111ad7b0,1.190122
scripps-loh-map-1,zen-f66c3631-dd60-4ac7-81e0-4363ba27e83f,0.781787
scripps-loh-map-1,zen-f6747a0d-67d2-4ee4-bd7b-22a7ed678bd4,0.857085
scripps-loh-map-1,zen-f69f3927-2654-48ff-aded-ecaf4fb809e1,0.957541
scripps-loh-map-1,zen-f6a25cbc-5428-43cb-9545-f05e7ae2ca5c,0.857085
scripps-loh-map-1,zen-f6a36d16-5eb5-4c64-8def-3257512f8c74,0.903718
scripps-loh-map-1,zen-f6a974d4-14e3-4ff1-b593-191037f09e40,0.800396
scripps-loh-map-1,zen-f6abffb4-d023-4be9-8fc4-fb68ce15cc59,0.819199
scripps-loh-map-1,zen-f6b104fc-9e14-4f61-bcbe-2671808e93fb,0.819199
scripps-loh-map-1,zen-f6b322d0-2ef7-4690-ba2a-50fc30312299,0.957541
scripps-loh-map-1,zen-f6b9f944-2419-4802-af12-9457d22cf6be,0.800396
scripps-loh-map-1,zen-f6c6e618-08c4-4dd2-b3b0-a83507e696bd,1.02727
scripps-loh-map-1,zen-f6d0a4c7-0bd2-4cb3-a3dd-0b462cbbd51b,0.957541
scripps-loh-map-1,zen-f6e5149c-e69b-4f0f-a3c6-44d9ae9c5d1d,0.879811
scripps-loh-map-1,zen-f6eb04d3-a46d-422f-b0f1-74e142e59d48,1.242246
scripps-loh-map-1,zen-f6f455d7-2e6f-46e3-8b5e-cbe32b29ced5,0.879811
scripps-loh-map-1,zen-f6f9b88d-ae07-492b-b57a-c71e1cfd9536,0.879811
scripps-loh-map-1,zen-bc0649da-1e23-4062-ba5a-274e0c8d9bc1,0.903718
scripps-loh-map-1,zen-f70651ce-8e64-4e72-9d45-493b226676fb,0.903718
scripps-loh-map-1,zen-f74044b0-ab85-4946-bf39-e7a773f75e8d,0.903718
scripps-loh-map-1,zen-f74959cb-0d28-4bf9-b922-245dedc70538,0.879811
scripps-loh-map-1,zen-f74e6a01-f9b4-403d-a6ee-3dc342ec3810,0.838449
scripps-loh-map-1,zen-f7594003-8e85-4419-b2ad-215b40d73715,0.819199
scripps-loh-map-1,zen-f75b2702-02d7-4d43-8e59-87434a4bcfe7,1.193205
scripps-loh-map-1,zen-f760bd18-93e7-4840-bfac-81a93470a82a,0.879811
scripps-loh-map-1,zen-f76112ce-ce05-46fe-919d-69e3906ce9fc,1.190122
scripps-loh-map-1,zen-f76205ba-e7c7-4eae-83f8-a5dd66f9a12d,0.857085
scripps-loh-map-1,zen-f779b14b-e5a9-45ca-84ba-59aa20576e1b,1.190122
scripps-loh-map-1,zen-f7891af9-4bd0-4f08-a283-893ac2bd4232,0.995935
scripps-loh-map-1,zen-f797f762-5afb-4ba4-8b84-f2be03aa7927,1.193205
scripps-loh-map-1,zen-f79c6f84-2ad7-4e96-99fe-e55e0b6398ff,1.190122
scripps-loh-map-1,zen-f79e5e2c-4bb4-41b9-9800-031a7ad2b31b,0.857085
scripps-loh-map-1,zen-c4df75b7-3cbd-4087-99df-fdcb5a60c2b6,1.211823
scripps-loh-map-1,zen-f79e7596-5808-4a83-86bc-919226d3e127,0.819199
scripps-loh-map-1,zen-f79f426f-3cd7-4fe5-92a8-176f4394d5c0,0.879811
scripps-loh-map-1,zen-f7b30211-46c2-4156-8e59-192a457b603f,1.190122
scripps-loh-map-1,zen-f7b591d2-fc7b-4340-9cd9-4a7a27590d12,0.931036
scripps-loh-map-1,zen-f7c21eab-d18c-4948-b1f8-73889e6cc67d,0.903718
scripps-loh-map-1,zen-f7c50519-83f2-4deb-b2e5-5b4e46763be0,0.800396
scripps-loh-map-1,zen-f7df120c-2bdc-44cf-83ce-feea6c400968,0.857085
scripps-loh-map-1,zen-f800b700-524e-44b6-839a-a9e9be1c7618,0.800396
scripps-loh-map-1,zen-f812c2d7-aec3-4ed6-8a64-c9ef35d0768f,1.190122
scripps-loh-map-1,zen-f8222c7e-504d-437b-8687-39b7ab18b747,0.879811
scripps-loh-map-1,zen-f8274bb7-8687-4eed-9278-93a843042fac,0.879811
scripps-loh-map-1,zen-f82c61be-6de8-4c0e-95fe-e0490ad79728,0.879811
scripps-loh-map-1,zen-f83f70ca-6b1b-42fe-9e4f-1c2941d26181,0.879811
scripps-loh-map-1,zen-f855472c-286f-44dd-9541-4db9b3939b0b,0.927013
scripps-loh-map-1,zen-f860da04-9d59-4eb5-8b43-c75f113ce305,0.838449
scripps-loh-map-1,zen-f8698f2d-1569-47fd-bfed-a1860e523a48,0.931036
scripps-loh-map-1,zen-f86d2680-ece3-4f1b-959a-fd5087f912c7,1.190122
scripps-loh-map-1,zen-f8705490-0044-41a7-a295-b627c4067f5f,0.879811
scripps-loh-map-1,zen-f8710643-4fd3-4c42-82db-3fcb99c264a0,0.879811
scripps-loh-map-1,zen-f87c386e-9249-4034-929d-b613fb560563,1.190122
scripps-loh-map-1,zen-f884655c-afe5-4677-b159-0610b6c2fb22,0.800396
scripps-loh-map-1,zen-f8934903-60a3-4236-9ff8-8d82b4e51877,0.857085
scripps-loh-map-1,zen-f89aeb14-07ba-4107-ba50-104f553b6d96,0.857085
scripps-loh-map-1,zen-f8aabb9b-9d90-4d2f-9d0a-e7f5ffb7d317,0.800396
scripps-loh-map-1,zen-f8be52e3-f6fc-4861-8821-81e03318fc1e,0.957541
scripps-loh-map-1,zen-f8d5ee22-2fd1-4bd9-b4d8-18755ecbf94b,0.857085
scripps-loh-map-1,zen-f8ea34aa-9f73-4630-bb8f-00bc1c3277ff,0.819199
scripps-loh-map-1,zen-f8ebebcb-6d48-4f8e-aff9-a6d08f9fbd96,1.190122
scripps-loh-map-1,zen-f8f0ec68-1988-4902-a864-da21ccb5d7ff,0.857085
scripps-loh-map-1,zen-f8f46477-46da-4789-a2ec-78d83ef857c4,1.190122
scripps-loh-map-1,zen-f9047657-6bd7-45da-9fab-587e6ee20d72,0.931036
scripps-loh-map-1,zen-f90b7e74-b0f5-4e15-8a6c-8ccad37ac09a,0.857085
scripps-loh-map-1,zen-f910f3e1-493e-42cc-b20a-9b3313c3b549,1.242246
scripps-loh-map-1,zen-f9155752-f002-44e1-a722-6374a59eee26,0.819199
scripps-loh-map-1,zen-f91b63a3-9b58-423d-b4e8-7381057fe93f,0.927013
scripps-loh-map-1,zen-f91c7c4e-d60e-4af4-b48a-4be628027493,1.190122
scripps-loh-map-1,zen-f92581fb-435d-4130-9cd7-95bf3ce86ddd,0.857085
scripps-loh-map-1,zen-f9273ddc-92e8-4dc9-b565-b00bf0cba8a7,0.957541
scripps-loh-map-1,zen-f9276940-1a7b-4f7d-ad32-dd61bc7f00d1,1.190122
scripps-loh-map-1,zen-f92a400f-66da-4926-b98d-bd6449d2c302,0.903718
scripps-loh-map-1,zen-f92d7a3b-09a4-4f5f-aa97-9d3c303f087e,0.800396
scripps-loh-map-1,zen-f92f8d1c-b3a1-4d82-a761-75d170ecaf8b,0.838449
scripps-loh-map-1,zen-f931b2fb-eada-4800-a0c1-9f0fe533b01b,0.819199
scripps-loh-map-1,zen-f94275d7-ade5-41fb-92ff-68e430dca221,1.242246
scripps-loh-map-1,zen-f943c53a-1408-402e-ae39-272f344b4ba6,1.190122
scripps-loh-map-1,zen-f946da82-6a8a-4e4a-b0f7-e0d3022e9f9d,0.879811
scripps-loh-map-1,zen-f9580054-6e13-4bee-b4d1-b79acb6b55b6,0.879811
scripps-loh-map-1,zen-f96d37ef-1450-483b-947d-df7b168fba59,1.190122
scripps-loh-map-1,zen-f97230ac-9d9f-440d-a0df-ec3a2da6831c,0.879811
scripps-loh-map-1,zen-f979295a-c03e-4d8b-a868-e9ad5a5f3e89,0.879811
scripps-loh-map-1,zen-f991d189-e8bc-4e5a-bf6c-f5c1a1e25802,0.819199
scripps-loh-map-1,zen-f99c238f-58d9-49a7-a237-1ee4e41ac595,1.242246
scripps-loh-map-1,zen-f9a566e9-ffe8-4106-8394-ff043760d5fb,1.242246
scripps-loh-map-1,zen-f9bd125c-cd5e-4572-8e2a-b4c380053277,0.800396
scripps-loh-map-1,zen-f9bfbbc6-01f7-4d56-9bcf-cadd86a3f5f7,0.857085
scripps-loh-map-1,zen-f9c4a5d1-cbeb-44d9-b96c-1db90bc1ef5d,0.931036
scripps-loh-map-1,zen-f9c8c41f-f91c-429a-a95d-6008260635eb,0.903718
scripps-loh-map-1,zen-f9cea303-cd14-4b1f-bb2a-c9102b25aefa,1.190122
scripps-loh-map-1,zen-f9d09699-3e7c-405e-9fe4-6a8b9f1958d3,0.800396
scripps-loh-map-1,zen-f9d26a9c-5afc-49f7-9ac8-587b3bc99105,0.879811
scripps-loh-map-1,zen-f9e03c87-24dc-456f-a5fa-ccdfe0aa6628,0.819199
scripps-loh-map-1,zen-f9e88251-b5d7-4091-9270-512acb3f0943,0.903718
scripps-loh-map-1,zen-f9eafce3-2cb2-4dcd-9dbc-ce87f8653a42,1.193205
scripps-loh-map-1,zen-f9ed6460-182c-4d59-aed0-42df5a2971d7,0.800396
scripps-loh-map-1,zen-f9fe042a-0f23-4f3c-8457-03c4bb462c3a,0.927013
scripps-loh-map-1,zen-fa008869-adb4-4fcf-8fb1-01872bdd8511,0.800396
scripps-loh-map-1,zen-fa231176-6d61-4e71-a54c-b23da4fb83cc,0.838449
scripps-loh-map-1,zen-fa24cf77-bff2-4cfc-8bb3-198ac649d6ee,1.193205
scripps-loh-map-1,zen-fa347680-4388-45a5-9204-09b561653951,1.242246
scripps-loh-map-1,zen-fa491d26-bdf5-4367-ba05-1b31620c98ae,0.879811
scripps-loh-map-1,zen-fa5e87a7-9ce1-42f1-a3e3-cc850e4edaba,0.857085
scripps-loh-map-1,zen-fa79c017-276b-46cb-9ee1-9439e9db159b,1.193205
scripps-loh-map-1,zen-fa854986-f2a3-4452-b09b-3b89dfcc85f3,0.903718
scripps-loh-map-1,zen-fa9a6ecc-7a48-43bd-8230-393fbc638785,0.927013
scripps-loh-map-1,zen-faa131d6-b1cb-4c89-9b38-6e90fbc72d1b,0.879811
scripps-loh-map-1,zen-fab0154f-9efd-4444-86d7-6d638bb0c6d4,0.931036
scripps-loh-map-1,zen-fac4459d-43ef-43ef-ad0f-f2c5e9f5b68f,1.190122
scripps-loh-map-1,zen-faccd464-01bf-4d90-b0d2-d57fe415761d,1.193205
scripps-loh-map-1,zen-faccf8a3-6236-4590-8168-fcfc5a585a24,0.879811
scripps-loh-map-1,zen-fadd46d5-4f8c-4ff9-a739-7fa8ab95629b,1.242246
scripps-loh-map-1,zen-faed6156-f041-46b4-a940-a8164ecaa488,0.838449
scripps-loh-map-1,zen-faefc40e-0255-4ff9-837f-cb559b65c9bb,0.819199
scripps-loh-map-1,zen-faf574b5-c35d-4f5c-8c5d-1c73f48166c3,1.242246
scripps-loh-map-1,zen-fb06cd84-e989-4fa4-8bb3-b9c65d9576cd,0.838449
scripps-loh-map-1,zen-fb19acd0-9ba1-44fe-92f1-e1264a469fb6,1.242246
scripps-loh-map-1,zen-fb1b6535-ee49-42c2-9c75-413d3b6d8971,0.957541
scripps-loh-map-1,zen-fb37e268-834e-4825-8459-4792cf9f893c,0.879811
scripps-loh-map-1,zen-fb4f922e-28c3-482c-8765-6946df0c0495,0.927013
scripps-loh-map-1,zen-fb4f9eab-e40e-43b5-bc67-792f562c7613,0.957541
scripps-loh-map-1,zen-fb56435e-7b7a-474c-a057-eae35be9ba81,1.190122
scripps-loh-map-1,zen-fb6cc912-76ff-489e-9e2b-e3f6e7da44ed,1.190122
scripps-loh-map-1,zen-fb7cc348-f6c4-4fcb-bcca-3cad9d46d5f7,1.190122
scripps-loh-map-1,zen-fb7fb49c-3f54-47e2-a256-5afe9c86288a,1.242246
scripps-loh-map-1,zen-fb8bc7be-77da-4411-89cb-58e6a763ba50,0.957541
scripps-loh-map-1,zen-fb989bb7-e626-48e7-89af-c5cb59626c4b,0.800396
scripps-loh-map-1,zen-fb99e566-6b9e-4e5b-a5e6-f3ff830da423,0.879811
scripps-loh-map-1,zen-fba300e7-2a74-4c57-9532-effdea3f4cf8,0.903718
scripps-loh-map-1,zen-fbaced28-32fe-40a0-b1ce-b4d6e13f65cc,0.838449
scripps-loh-map-1,zen-fbc8bb7a-8c7b-48b1-9061-9bfeb38072ed,0.879811
scripps-loh-map-1,zen-fbc9aa05-2629-418f-a4f4-e9b087d5408b,0.800396
scripps-loh-map-1,zen-fbd7aebf-d101-485c-bfa6-c1024a209c0e,1.190122
scripps-loh-map-1,zen-fbe742ea-38f2-444d-b5cf-3c4812b96385,0.957541
scripps-loh-map-1,zen-fbff9a6f-7131-4ea1-a29a-b88491ac8454,1.242246
scripps-loh-map-1,zen-fc0515c5-f084-413a-a825-7179f14d7bd3,1.242246
scripps-loh-map-1,zen-fc1636b4-44fc-4666-bb55-0ac6c88f96bf,1.190122
scripps-loh-map-1,zen-fc2532dd-2b3d-4eec-a7a2-75f178cda293,0.879811
scripps-loh-map-1,zen-fc2a77cf-d05d-41a1-a7ee-44edd6fe6359,0.800396
scripps-loh-map-1,zen-fc3659c1-c5f8-43b6-a9b7-d838e78fefe7,0.957541
scripps-loh-map-1,zen-fc3a30c3-f77d-455f-998a-7e3c473edfdc,1.193205
scripps-loh-map-1,zen-fc41bf85-c047-4b0d-8a93-70f27f286260,0.857085
scripps-loh-map-1,zen-fc6109e3-44eb-4a61-a5da-af15c19f2125,1.242246
scripps-loh-map-1,zen-fc6fe5d5-558a-406a-8929-0e994e3d7aae,0.819199
scripps-loh-map-1,zen-fc73d334-2724-416c-8021-c20b2e26a508,0.903718
scripps-loh-map-1,zen-fc77a930-8e1e-44a6-8dbb-9fb081a564ee,0.879811
scripps-loh-map-1,zen-fc782f65-374d-4c70-9d9d-8d6fdd959f2d,1.190122
scripps-loh-map-1,zen-fc7a413f-be2c-4960-a5f8-40ac74842d63,0.819199
scripps-loh-map-1,zen-fc860c35-15f4-494f-822c-575d42ff81ec,0.819199
scripps-loh-map-1,zen-fc8f6e85-2ba3-49d2-9826-44c727c56f34,0.879811
scripps-loh-map-1,zen-fc9bb754-b6f8-4f23-bfb5-9355a41b4acb,1.033268
scripps-loh-map-1,zen-fc9bfc40-3200-47f4-8f01-e9ce6143aac7,0.857085
scripps-loh-map-1,zen-fca03477-84e1-4bd0-8144-6d0df55234df,1.193205
scripps-loh-map-1,zen-fcb4ffc3-b83f-4f64-b7f5-0744efb830d5,0.879811
scripps-loh-map-1,zen-fcb6ef9c-ff73-45fb-ba99-05b61342fc77,0.819199
scripps-loh-map-1,zen-fcc3c2dc-5d43-47db-afc8-8ec8817439a4,0.857085
scripps-loh-map-1,zen-fccb45a3-4f43-430b-87f6-d5c6da4d5850,1.190122
scripps-loh-map-1,zen-fcd4bfdd-c742-4af9-b6cc-8d229ab7b235,1.193205
scripps-loh-map-1,zen-fcd92a37-05fa-4519-8136-8a187a458ad0,0.957541
scripps-loh-map-1,zen-fcdd85e2-76e0-47bc-9d89-13663914bcbc,0.927013
scripps-loh-map-1,zen-fce573ed-9a5d-43d5-94dc-ee17d1215050,0.819199
scripps-loh-map-1,zen-fcf7a323-9221-4e01-b6b5-debb197bd57d,1.190122
scripps-loh-map-1,zen-fd060248-75fb-4a73-a2b6-b029413aa04e,0.800396
scripps-loh-map-1,zen-fd0b38f8-0f63-4291-a0ca-f3f5970af206,0.800396
scripps-loh-map-1,zen-fd13a483-e9a7-4ad8-8c07-0c3d2836f24f,0.800396
scripps-loh-map-1,zen-fd1714b7-c30d-4972-8178-fe561c8c5976,0.879811
scripps-loh-map-1,zen-fd1b775b-d835-4345-8652-e4fa71eb3db2,0.879811
scripps-loh-map-1,zen-fd1be854-4fca-4dc9-9c2f-1423e0df3a45,0.857085
scripps-loh-map-1,zen-fd201de3-8584-4935-9c00-2d66db9180fc,0.903718
scripps-loh-map-1,zen-fd3df866-c24d-45b4-a1b1-ac58334b07dd,0.857085
